"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Elevation_sc","Time_sc"
"3074","AMELALN","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,1.5,0.0665933191188602,0.797844434038728
"3075","ARNILAT","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,0.5,0.0665933191188602,0.797844434038728
"3076","CHAMANG","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,0.1,0.0665933191188602,0.797844434038728
"3077","CHIMUMB","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,0.3,0.0665933191188602,0.797844434038728
"3078","CLINUNI","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3079","CORNCAN","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3080","FRAGVIR","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3081","GOODOBL","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,0.5,0.0665933191188602,0.797844434038728
"3082","HERAMAX","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3083","LINNBOR","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3084","LONIUTA","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,1.5,0.0665933191188602,0.797844434038728
"3085","LUPIARC","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,8.5,0.0665933191188602,0.797844434038728
"3086","ORTHSEC","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,2,0.0665933191188602,0.797844434038728
"3087","PAXIMYR","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,17,0.0665933191188602,0.797844434038728
"3088","PHLODIF","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3089","PICEENG","tree","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,7.5,0.0665933191188602,0.797844434038728
"3090","PINUCON","tree","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3091","PSEUMEN","tree","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,3.5,0.0665933191188602,0.797844434038728
"3092","PYROASA","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3093","RHODALB","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,1,0.0665933191188602,0.797844434038728
"3094","RIBEACE","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3095","RIBELAC","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3096","RUBUPAR","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3097","RUBUPED","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3098","SORBSCO","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,2.5,0.0665933191188602,0.797844434038728
"3099","SORBSIT","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3100","SPIRLUC","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,4.75,0.0665933191188602,0.797844434038728
"3101","THALOCC","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3102","THUJPLI","tree","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3103","TIARTRI","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3104","TSUGHET","tree","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,3.5,0.0665933191188602,0.797844434038728
"3105","VACCMEM","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,11,0.0665933191188602,0.797844434038728
"3106","VACCSCO","shrub","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,30,0.0665933191188602,0.797844434038728
"3107","VALESIT","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,1,0.3,0.0665933191188602,0.797844434038728
"3108","VERAVIR","herb","Manning Park Project 2025","14-4317","CML RNW",2025,49,"High",49.04947403,-120.764637,1554.978394,0,0,0.0665933191188602,0.797844434038728
"3109","ABIEAMA","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3110","ABIELAS","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3111","AMELALN","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3112","ARNILAT","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3113","CHAMANG","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3114","CHIMUMB","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3115","CLINUNI","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3116","CORNCAN","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3117","FRAGVIR","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3118","GOODOBL","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3119","HERAMAX","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3120","LINNBOR","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3121","LONIUTA","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3122","LUPIARC","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3123","ORTHSEC","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3124","PAXIMYR","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,1,0.25,0.648015743664004,0.797844434038728
"3125","PHLODIF","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,1,0.65,0.648015743664004,0.797844434038728
"3126","PICEENG","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3127","PINUCON","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3128","PSEUMEN","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3129","PYROASA","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3130","RHODALB","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3131","RIBEACE","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3132","RIBELAC","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3133","RUBUPAR","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3134","RUBUPED","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3135","SORBSCO","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3136","SORBSIT","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3137","SPIRLUC","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,1,0,0.648015743664004,0.797844434038728
"3138","THALOCC","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3139","THUJPLI","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3140","TIARTRI","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3141","TSUGHET","tree","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3142","VACCMEM","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3143","VACCSCO","shrub","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3144","VALESIT","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3145","VERAVIR","herb","Manning Park Project 2025","14-4320","CML RNW",2025,49,"High",49.07690699,-120.771043,1819.606201,0,0,0.648015743664004,0.797844434038728
"3146","ABIEAMA","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3147","ABIELAS","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,7.5,1.0312571709668,0.797844434038728
"3148","AMELALN","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3149","ARNILAT","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,0.15,1.0312571709668,0.797844434038728
"3150","CHAMANG","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3151","CHIMUMB","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3152","CLINUNI","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3153","CORNCAN","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3154","FRAGVIR","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3155","GOODOBL","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3156","HERAMAX","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3157","LINNBOR","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3158","LONIUTA","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3159","LUPIARC","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3160","ORTHSEC","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3161","PAXIMYR","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3162","PHLODIF","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,11.5,1.0312571709668,0.797844434038728
"3163","PICEENG","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3164","PINUCON","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3165","PSEUMEN","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3166","PYROASA","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3167","RHODALB","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3168","RIBEACE","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3169","RIBELAC","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3170","RUBUPAR","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3171","RUBUPED","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3172","SORBSCO","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3173","SORBSIT","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3174","SPIRLUC","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3175","THALOCC","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,0.2,1.0312571709668,0.797844434038728
"3176","THUJPLI","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3177","TIARTRI","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3178","TSUGHET","tree","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3179","VACCMEM","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3180","VACCSCO","shrub","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,12,1.0312571709668,0.797844434038728
"3181","VALESIT","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,1,3.65,1.0312571709668,0.797844434038728
"3182","VERAVIR","herb","Manning Park Project 2025","14-4386","CML RNW",2025,49,"Med-High",49.10004004,-120.759847,1994.03418,0,0,1.0312571709668,0.797844434038728
"3183","ABIEAMA","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3184","ABIELAS","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,5,0.935990061258668,0.797844434038728
"3185","AMELALN","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3186","ARNILAT","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,0.5,0.935990061258668,0.797844434038728
"3187","CHAMANG","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,0.15,0.935990061258668,0.797844434038728
"3188","CHIMUMB","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3189","CLINUNI","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3190","CORNCAN","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3191","FRAGVIR","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,0.9,0.935990061258668,0.797844434038728
"3192","GOODOBL","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3193","HERAMAX","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3194","LINNBOR","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3195","LONIUTA","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3196","LUPIARC","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,0.75,0.935990061258668,0.797844434038728
"3197","ORTHSEC","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3198","PAXIMYR","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,14,0.935990061258668,0.797844434038728
"3199","PHLODIF","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,6,0.935990061258668,0.797844434038728
"3200","PICEENG","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,4,0.935990061258668,0.797844434038728
"3201","PINUCON","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3202","PSEUMEN","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3203","PYROASA","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3204","RHODALB","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3205","RIBEACE","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3206","RIBELAC","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3207","RUBUPAR","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3208","RUBUPED","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3209","SORBSCO","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3210","SORBSIT","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3211","SPIRLUC","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3212","THALOCC","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3213","THUJPLI","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3214","TIARTRI","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3215","TSUGHET","tree","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3216","VACCMEM","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3217","VACCSCO","shrub","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,1,0.5,0.935990061258668,0.797844434038728
"3218","VALESIT","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3219","VERAVIR","herb","Manning Park Project 2025","14-4387","CML RNW",2025,49,"High",49.09144901,-120.773455,1950.674438,0,0,0.935990061258668,0.797844434038728
"3220","ABIEAMA","tree","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3221","ABIELAS","tree","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3222","AMELALN","shrub","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,1.5,0.204666162342992,0.797844434038728
"3223","ARNILAT","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3224","CHAMANG","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3225","CHIMUMB","shrub","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3226","CLINUNI","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3227","CORNCAN","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3228","FRAGVIR","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,0,0.204666162342992,0.797844434038728
"3229","GOODOBL","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,0.05,0.204666162342992,0.797844434038728
"3230","HERAMAX","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3231","LINNBOR","shrub","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3232","LONIUTA","shrub","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,2.1,0.204666162342992,0.797844434038728
"3233","LUPIARC","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3234","ORTHSEC","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3235","PAXIMYR","shrub","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,21,0.204666162342992,0.797844434038728
"3236","PHLODIF","herb","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,0.25,0.204666162342992,0.797844434038728
"3237","PICEENG","tree","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,0,0,0.204666162342992,0.797844434038728
"3238","PINUCON","tree","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,2,0.204666162342992,0.797844434038728
"3239","PSEUMEN","tree","Manning Park Project 2025","14-4388","CML RNW",2025,49,"High",49.068998,-120.762014,1617.820679,1,22.5,0.204666162342992,0.797844434038728
