"","...1","PlotNumber","ProjectID","Date","SiteSurveyor","PlotRepresenting","Location","Ecosection","Longitude","Latitude","LocationAccuracy","Elevation","SlopeGradient","Aspect","MesoSlopePosition","SurfaceShape","SiteNotes","SoilNotes","VegSurveyor","StrataCoverTree","StrataCoverShrub","StrataCoverHerb","StrataCoverMoss","VegNotes","SpeciesListComplete","Species","Latin_name","Functional_group","Cover A1","Cover A2","Cover A3","TotalA","Cover B1","Cover B2","TotalB","Cover C","Cover D","Cover E","Cover F"
"985",2091,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PELTAPH","Peltigera aphthosa","lichen",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"986",2092,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"SHEPCAN","Shepherdia canadensis","shrub",NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA
"987",2093,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"JUNICOM","Juniperus communis","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"988",2094,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"LONIUTA","Lonicera utahensis","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"989",2095,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ANTENEG","Antennaria neglecta","herb",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"990",2096,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CLADGRA","Cladonia gracilis","lichen",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"991",2097,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CAREX SP.","Carex spp.","grass",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"992",2098,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"RUBUPAR","Rubus parviflorus","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"993",2099,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CHAMANG","Chamerion angustifolium","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"994",2100,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ARCTUVA","Arctostaphylos uva-ursi","shrub",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"995",2101,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"EURYCON","Eurybia conspicua","herb",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"996",2102,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"RIBEVIS","Ribes viscosissimum","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"997",2103,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"BRACSAL","Brachythecium salebrosum","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"998",2104,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"VACCMEM","Vaccinium membranaceum","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"999",2105,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"RHYTROB","Rhytidiopsis robusta","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"1000",2106,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"LILICOL","Lilium columbianum","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1001",2107,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PELTCAN","Peltigera canina","lichen",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"1002",2108,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CALARUB","Calamagrostis rubescens","grass",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"1003",2109,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"SORBSCO","Sorbus scopulina","shrub",NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA
"1004",2110,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ACERGLA","Acer glabrum","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"1005",2111,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PAXIMYR","Paxistima myrsinites","shrub",NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA
"1006",2112,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PLEUSCH","Pleurozium schreberi","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"1007",2113,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"SCIUHYL","Sciuro-hypnum hylotapetum","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA
"1008",2114,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ACHIMIL","Achillea millefolium","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1009",2115,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,NA,NA,NA,NA,NA,NA,NA,0.699999988,NA,NA
"1010",2116,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PSEUMEN","Pseudotsuga menziesii","tree",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"1011",2117,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"SALIX SP.","Salix spp.","shrub",NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA
"1012",2118,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PECTPET","Pectiantia pentandra","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1013",2119,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ROSAGYM","Rosa gymnocarpa","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"1014",2120,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"AQUIFOR","Aquilegia formosa","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1015",2121,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ARNILAT","Arnica latifolia","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1016",2122,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ORTHSEC","Orthilia secunda","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1017",2123,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"FRAGVES","Fragaria vesca","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1018",2124,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"VACCSCO","Vaccinium scoparium","shrub",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"1019",2125,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CLADONIA SP.","Cladonia spp.","lichen",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1020",2126,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"AMELALN","Amelanchier alnifolia","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"1021",2127,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"LUPIARC","Lupinus arcticus","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1022",2128,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"MAHONER","Mahonia nervosa","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"1023",2129,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"SPIRLUC","Spiraea lucida","shrub",NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA
"1024",2130,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"VIOLORB","Viola orbiculata","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1025",2131,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"RIBELAC","Ribes lacustre","shrub",NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA
"1026",2132,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"CEANVEL","Ceanothus velutinus","shrub",NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA
"1027",2133,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PINUCON","Pinus contorta","tree",18,29,4,51,8,0.699999988,8.699999809,NA,NA,NA,NA
"1028",2134,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PSEUMEN","Pseudotsuga menziesii","tree",4,2,NA,6,2,4,6,2,NA,NA,NA
"1029",2135,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,NA,0.699999988,0.699999988,2,2,4,0.200000003,NA,NA,NA
"1030",2136,"MP 294","BEC-Vancouver",1976-09-30,NA,"Fd - Falsebox - Pinegrass","Manning Park NW","HOR",-120.8660965,49.11808013,1000,1402,65,190,"MD","CV","Project ID: EP 793;  Winter range.",NA,NA,55,65,45,5,NA,FALSE,"PICEENG","Picea engelmannii","tree",NA,NA,0.699999988,0.699999988,NA,NA,NA,NA,NA,NA,NA
"1031",2137,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"VIOLORB","Viola orbiculata","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1032",2138,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"SENETRI","Senecio triangularis","herb",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"1033",2139,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"PLAGINS","Plagiomnium insigne","moss",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1034",2140,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"SCIUHYL","Sciuro-hypnum hylotapetum","moss",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
"1035",2141,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"ROELROE","Roellia roellii","moss",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1036",2142,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"STRELAN","Streptopus lanceolatus","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1037",2143,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"VALESIT","Valeriana sitchensis","herb",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"1038",2144,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"VACCMEM","Vaccinium membranaceum","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"1039",2145,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"EURYCON","Eurybia conspicua","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1040",2146,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"LONIINV","Lonicera involucrata","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"1041",2147,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"RHYTSQU","Rhytidiadelphus squarrosus","moss",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1042",2148,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"DICRPAI","Dicranum pallidisetum","moss",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
"1043",2149,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"LONIUTA","Lonicera utahensis","shrub",NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA
"1044",2150,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"OSMOBER","Osmorhiza berteroi","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1045",2151,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"SORBSCO","Sorbus scopulina","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"1046",2152,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"RHIZMAG","Rhizomnium magnifolium","moss",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1047",2153,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"NEOTBAN","Neottia banksiana","herb",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"1048",2154,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"PYROMIN","Pyrola minor","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"1049",2155,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"EQUIPRA","Equisetum pratense","herb",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"1050",2156,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,NA,NA,NA,NA,NA,NA,NA,1.199999928,NA,NA
"1051",2157,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"AQUIFOR","Aquilegia formosa","herb",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"1052",2158,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"RHODALB","Rhododendron albiflorum","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"1053",2159,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"MENZFER","Menziesia ferruginea","shrub",NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA
"1054",2160,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"ARNICOR","Arnica cordifolia","herb",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"1055",2161,"MP 295","BEC-Vancouver",1976-09-30,NA,"Bl - Gooseberry - Valerian","Manning Prov. Park NW Hwy 3","HOR",-120.8755035,49.11931991,1000,1353,20,70,"LW","CC","Project ID: EP 793","Bedrock type: sed-argillite",NA,75,45,75,40,NA,FALSE,"PLATSTR","Platanthera stricta","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
