"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","Species","Cover","present","Functional_group"
"1503","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"RIBEACE",0,0,"shrub"
"1504","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"RIBELAC",27,1,"shrub"
"1505","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"RUBUPAR",4,1,"shrub"
"1506","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"RUBUPED",15,1,"herb"
"1507","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"SORBSCO",0.5,1,"shrub"
"1508","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"SORBSIT",0,0,"shrub"
"1509","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"SPIRLUC",0,0,"shrub"
"1510","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"THALOCC",0,0,"herb"
"1511","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"THUJPLI",0,0,"tree"
"1512","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"TIARTRI",8,1,"herb"
"1513","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"TSUGHET",0,0,"tree"
"1514","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"VACCMEM",0.5,1,"shrub"
"1515","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"VACCSCO",0,0,"shrub"
"1516","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"VALESIT",2,1,"herb"
"1517","MP 288","BEC-Vancouver",49.11574935,-120.8669968,1259,1976,NA,"VERAVIR",0,0,"herb"
"1518","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"ABIEAMA",0,0,"tree"
"1519","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"ABIELAS",10,1,"tree"
"1520","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"AMELALN",8,1,"shrub"
"1521","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"ARNILAT",0,0,"herb"
"1522","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"CHAMANG",0.200000003,1,"herb"
"1523","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"CHIMUMB",2,1,"shrub"
"1524","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"CLINUNI",0,0,"herb"
"1525","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"CORNCAN",0,0,"herb"
"1526","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"FRAGVIR",0,0,"herb"
"1527","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"GOODOBL",0.5,1,"herb"
"1528","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"HERAMAX",0,0,"herb"
"1529","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"LINNBOR",0,0,"shrub"
"1530","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"LONIUTA",4,1,"shrub"
"1531","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"LUPIARC",0,0,"herb"
"1532","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"ORTHSEC",4,1,"herb"
"1533","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PAXIMYR",27,1,"shrub"
"1534","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PHLODIF",0,0,"herb"
"1535","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PICEENG",0,0,"tree"
"1536","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PINUCON",0.699999988,1,"tree"
"1537","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PSEUMEN",68.699999809,1,"tree"
"1538","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"PYROASA",0,0,"herb"
"1539","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"RHODALB",0,0,"shrub"
"1540","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"RIBEACE",0,0,"shrub"
"1541","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"RIBELAC",0,0,"shrub"
"1542","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"RUBUPAR",2,1,"shrub"
"1543","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"RUBUPED",0,0,"herb"
"1544","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"SORBSCO",0.5,1,"shrub"
"1545","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"SORBSIT",0,0,"shrub"
"1546","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"SPIRLUC",8,1,"shrub"
"1547","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"THALOCC",0,0,"herb"
"1548","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"THUJPLI",0,0,"tree"
"1549","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"TIARTRI",0,0,"herb"
"1550","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"TSUGHET",0,0,"tree"
"1551","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"VACCMEM",0,0,"shrub"
"1552","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"VACCSCO",0,0,"shrub"
"1553","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"VALESIT",0,0,"herb"
"1554","MP 291","BEC-Vancouver",49.03950881,-120.8720016,1308,1976,NA,"VERAVIR",0,0,"herb"
"1555","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"ABIEAMA",0,0,"tree"
"1556","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"ABIELAS",5.599999979,1,"tree"
"1557","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"AMELALN",4,1,"shrub"
"1558","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"ARNILAT",0.5,1,"herb"
"1559","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"CHAMANG",0.5,1,"herb"
"1560","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"CHIMUMB",0,0,"shrub"
"1561","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"CLINUNI",0,0,"herb"
"1562","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"CORNCAN",0,0,"herb"
"1563","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"FRAGVIR",0,0,"herb"
"1564","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"GOODOBL",0,0,"herb"
"1565","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"HERAMAX",0,0,"herb"
"1566","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"LINNBOR",0,0,"shrub"
"1567","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"LONIUTA",4,1,"shrub"
"1568","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"LUPIARC",0.5,1,"herb"
"1569","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"ORTHSEC",2,1,"herb"
"1570","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PAXIMYR",15,1,"shrub"
"1571","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PHLODIF",0,0,"herb"
"1572","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PICEENG",0.699999988,1,"tree"
"1573","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PINUCON",59.699999809,1,"tree"
"1574","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PSEUMEN",18,1,"tree"
"1575","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"PYROASA",0,0,"herb"
"1576","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"RHODALB",0,0,"shrub"
"1577","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"RIBEACE",0,0,"shrub"
"1578","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"RIBELAC",0.5,1,"shrub"
"1579","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"RUBUPAR",2,1,"shrub"
"1580","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"RUBUPED",0,0,"herb"
"1581","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"SORBSCO",0.5,1,"shrub"
"1582","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"SORBSIT",0,0,"shrub"
"1583","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"SPIRLUC",15,1,"shrub"
"1584","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"THALOCC",0,0,"herb"
"1585","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"THUJPLI",0,0,"tree"
"1586","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"TIARTRI",0,0,"herb"
"1587","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"TSUGHET",0,0,"tree"
"1588","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"VACCMEM",2,1,"shrub"
"1589","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"VACCSCO",8,1,"shrub"
"1590","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"VALESIT",0,0,"herb"
"1591","MP 294","BEC-Vancouver",49.11808013,-120.8660965,1402,1976,NA,"VERAVIR",0,0,"herb"
"1592","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"ABIEAMA",0,0,"tree"
"1593","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"ABIELAS",13.899999916,1,"tree"
"1594","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"AMELALN",0,0,"shrub"
"1595","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"ARNILAT",27,1,"herb"
"1596","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"CHAMANG",0.200000003,1,"herb"
"1597","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"CHIMUMB",0,0,"shrub"
"1598","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"CLINUNI",0,0,"herb"
"1599","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"CORNCAN",0,0,"herb"
"1600","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"FRAGVIR",0,0,"herb"
"1601","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"GOODOBL",0,0,"herb"
"1602","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"HERAMAX",0,0,"herb"
"1603","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"LINNBOR",0,0,"shrub"
"1604","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"LONIUTA",15,1,"shrub"
"1605","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"LUPIARC",0,0,"herb"
"1606","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"ORTHSEC",0,0,"herb"
"1607","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PAXIMYR",2,1,"shrub"
"1608","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PHLODIF",0,0,"herb"
"1609","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PICEENG",80.200000048,1,"tree"
"1610","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PINUCON",2,1,"tree"
"1611","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PSEUMEN",0,0,"tree"
"1612","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"PYROASA",0,0,"herb"
"1613","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"RHODALB",2,1,"shrub"
"1614","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"RIBEACE",0,0,"shrub"
"1615","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"RIBELAC",4,1,"shrub"
"1616","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"RUBUPAR",0,0,"shrub"
"1617","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"RUBUPED",15,1,"herb"
"1618","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"SORBSCO",2,1,"shrub"
"1619","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"SORBSIT",0,0,"shrub"
"1620","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"SPIRLUC",2,1,"shrub"
"1621","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"THALOCC",0,0,"herb"
"1622","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"THUJPLI",0,0,"tree"
"1623","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"TIARTRI",4,1,"herb"
"1624","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"TSUGHET",0,0,"tree"
"1625","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"VACCMEM",2,1,"shrub"
"1626","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"VACCSCO",4,1,"shrub"
"1627","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"VALESIT",27,1,"herb"
"1628","MP 295","BEC-Vancouver",49.11931991,-120.8755035,1353,1976,NA,"VERAVIR",0,0,"herb"
"1629","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"ABIEAMA",0,0,"tree"
"1630","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"ABIELAS",28,1,"tree"
"1631","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"AMELALN",0.200000003,1,"shrub"
"1632","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"ARNILAT",4,1,"herb"
"1633","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"CHAMANG",0.200000003,1,"herb"
"1634","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"CHIMUMB",0,0,"shrub"
"1635","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"CLINUNI",4,1,"herb"
"1636","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"CORNCAN",0.5,1,"herb"
"1637","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"FRAGVIR",0,0,"herb"
"1638","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"GOODOBL",0.5,1,"herb"
"1639","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"HERAMAX",0,0,"herb"
"1640","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"LINNBOR",0,0,"shrub"
"1641","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"LONIUTA",8,1,"shrub"
"1642","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"LUPIARC",0,0,"herb"
"1643","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"ORTHSEC",8,1,"herb"
"1644","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PAXIMYR",8,1,"shrub"
"1645","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PHLODIF",0,0,"herb"
"1646","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PICEENG",78,1,"tree"
"1647","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PINUCON",0,0,"tree"
"1648","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PSEUMEN",0,0,"tree"
"1649","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"PYROASA",0.5,1,"herb"
"1650","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"RHODALB",4,1,"shrub"
"1651","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"RIBEACE",0,0,"shrub"
"1652","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"RIBELAC",0.5,1,"shrub"
"1653","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"RUBUPAR",0,0,"shrub"
"1654","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"RUBUPED",15,1,"herb"
"1655","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"SORBSCO",0.200000003,1,"shrub"
"1656","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"SORBSIT",0,0,"shrub"
"1657","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"SPIRLUC",0,0,"shrub"
"1658","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"THALOCC",0,0,"herb"
"1659","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"THUJPLI",0,0,"tree"
"1660","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"TIARTRI",0.5,1,"herb"
"1661","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"TSUGHET",0,0,"tree"
"1662","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"VACCMEM",15,1,"shrub"
"1663","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"VACCSCO",4,1,"shrub"
"1664","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"VALESIT",4,1,"herb"
"1665","MP 296","BEC-Vancouver",49.12162017,-120.8731003,1381,1976,NA,"VERAVIR",0,0,"herb"
"1666","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","ABIEAMA",0.100000001,1,"tree"
"1667","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","ABIELAS",2.099999905,1,"tree"
"1668","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","AMELALN",0.100000001,1,"shrub"
"1669","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","ARNILAT",0,0,"herb"
"1670","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","CHAMANG",0,0,"herb"
"1671","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","CHIMUMB",2,1,"shrub"
"1672","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","CLINUNI",0,0,"herb"
"1673","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","CORNCAN",0,0,"herb"
"1674","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","FRAGVIR",0,0,"herb"
"1675","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","GOODOBL",0.100000001,1,"herb"
"1676","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","HERAMAX",0,0,"herb"
"1677","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","LINNBOR",5,1,"shrub"
"1678","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","LONIUTA",0,0,"shrub"
"1679","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","LUPIARC",0,0,"herb"
"1680","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","ORTHSEC",0,0,"herb"
"1681","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PAXIMYR",4,1,"shrub"
"1682","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PHLODIF",0,0,"herb"
"1683","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PICEENG",0,0,"tree"
"1684","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PINUCON",2.099999905,1,"tree"
"1685","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PSEUMEN",30.100000001,1,"tree"
"1686","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","PYROASA",0.100000001,1,"herb"
"1687","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","RHODALB",0,0,"shrub"
"1688","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","RIBEACE",0,0,"shrub"
"1689","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","RIBELAC",0,0,"shrub"
"1690","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","RUBUPAR",0,0,"shrub"
"1691","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","RUBUPED",0,0,"herb"
"1692","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","SORBSCO",0,0,"shrub"
"1693","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","SORBSIT",0,0,"shrub"
"1694","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","SPIRLUC",0,0,"shrub"
"1695","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","THALOCC",0,0,"herb"
"1696","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","THUJPLI",9,1,"tree"
"1697","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","TIARTRI",0,0,"herb"
"1698","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","TSUGHET",29,1,"tree"
"1699","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","VACCMEM",0.100000001,1,"shrub"
"1700","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","VACCSCO",0.100000001,1,"shrub"
"1701","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","VALESIT",0,0,"herb"
"1702","SK93710","Skagit Rhodo. Comm.",49.21475894,-121.0660627,695,1993,"J. Bryce, C. Cadrin, J. Desros","VERAVIR",0,0,"herb"
"1703","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","ABIEAMA",1.100000001,1,"tree"
"1704","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","ABIELAS",3.100000001,1,"tree"
"1705","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","AMELALN",0,0,"shrub"
"1706","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","ARNILAT",0,0,"herb"
"1707","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","CHAMANG",0,0,"herb"
"1708","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","CHIMUMB",4,1,"shrub"
"1709","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","CLINUNI",0,0,"herb"
"1710","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","CORNCAN",0,0,"herb"
"1711","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","FRAGVIR",0,0,"herb"
"1712","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","GOODOBL",0.100000001,1,"herb"
"1713","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","HERAMAX",0,0,"herb"
"1714","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","LINNBOR",2,1,"shrub"
"1715","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","LONIUTA",0,0,"shrub"
"1716","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","LUPIARC",0,0,"herb"
"1717","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","ORTHSEC",0.100000001,1,"herb"
"1718","SK93711","Skagit Rhodo. Comm.",49.21441772,-121.0671746,686,1993,"J. Bryce, C. Cadrin, J. Desros","PAXIMYR",2,1,"shrub"
